Rank,Type,SubType,Value,Role,version,id,key,name,HardCCs,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Items0,Items1,Items2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Lucian,236,Lucian,FALSE,the Purifier,"Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her return to...",Marksman',,Mana,8,5,3,6,Lucian.png,champion2.png,champion,192,0,48,48,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.176,0.7,0,0,64,2.75,3.3,0.638,3006,3508,3153,0.480268927,0.158526413,0.01568582,0.174212234,2.176063887,824,403,0.48907767,1610,780,0.48447205,2061,977,0.474041727,1495,684,0.457525084,852,442,0.518779343,0.632653061,143,0.607142857,143,0.59375,143,0.371794872,190,0.380952381,190,0.388429752,190
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,MissFortune,21,Miss Fortune,FALSE,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",Marksman',,Mana,8,2,5,1,MissFortune.png,champion2.png,champion,48,48,48,48,541,91,325.84,35,325,28,3,30,0.5,550,3.75,0.65,8.042,0.65,0,0,50,2.7,3,0.656,3006,3508,1055,0.537291169,0.155329008,0.024652456,0.179981464,2.138525137,812,453,0.557881773,1551,844,0.544165055,1985,1065,0.536523929,1436,764,0.532033426,920,476,0.517391304,0.705882353,222,0.693548387,222,0.666666667,222,0.416666667,194,0.434554974,194,0.43902439,194
0,Item,Item0_name,Boots of Swiftness,ADC,9.22.1,Senna,235,Senna,TRUE,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",Marksman',Mage',Mana,7,2,6,7,Senna.png,champion3.png,champion,432,0,48,48,520,85,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,3009,3147,3098,0.495897287,0.240013902,0.414365153,0.654379055,1.749183992,1253,634,0.505985634,2481,1249,0.503426038,3091,1543,0.4991912,2207,1062,0.481196194,1327,649,0.489073097,0.642857143,96,0.617021277,96,0.602409639,96,0.381889764,348,0.393939394,348,0.412280702,348
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Sivir,15,Sivir,FALSE,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",Marksman',,Mana,9,3,1,4,Sivir.png,champion3.png,champion,240,48,48,48,532,88,284,50,335,26,3.25,30,0.5,500,3.25,0.55,8,0.9,0,0,61,3,1.6,0.625,3006,3508,3031,0.510822511,0.042817424,0.00755329,0.050370714,2.110438896,216,120,0.555555556,446,225,0.504484305,561,287,0.511586453,382,201,0.52617801,243,111,0.456790123,0.785714286,53,0.727272727,53,0.724137931,53,0.321428571,49,0.357142857,49,0.361111111,49
0,Item,Item0_name,Sorcerer's Shoes,ADC,9.22.1,Swain,50,Swain,TRUE,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",Mage',Fighter',Mana,2,6,9,8,Swain.png,champion3.png,champion,432,48,48,48,525,85,468,28.5,335,22.72,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,3020,3027,3157,0.507347539,0.063067655,0.025370714,0.088438369,1.818410204,334,161,0.482035928,688,359,0.521802326,760,393,0.517105263,586,288,0.491467577,354,180,0.508474576,0.833333333,34,0.6875,34,0.685714286,34,0.357142857,93,0.37037037,93,0.37254902,93
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Tristana,18,Tristana,TRUE,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",Marksman',Assassin',Mana,9,3,5,4,Tristana.png,champion3.png,champion,384,96,48,48,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,61,3.3,1.5,0.656,3006,3031,3094,0.505650397,0.096362373,0.011932345,0.108294717,2.387855133,502,281,0.559760956,1024,527,0.514648438,1250,622,0.4976,855,413,0.483040936,528,260,0.492424242,0.625,103,0.611570248,103,0.6,103,0.388888889,106,0.391304348,106,0.4,106
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Twitch,29,Twitch,FALSE,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",Marksman',Assassin',Mana,9,2,3,6,Twitch.png,champion4.png,champion,96,0,48,48,582,84,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.256,0.45,0,0,59,3.11,3.38,0.679,3006,3085,3031,0.537069726,0.052502317,0.007738647,0.060240964,2.424127466,278,154,0.553956835,531,280,0.527306968,637,315,0.494505495,519,292,0.562620424,301,176,0.584717608,0.785714286,67,0.71559633,67,0.704545455,67,0.375,66,0.381818182,66,0.387096774,66
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Varus,110,Varus,TRUE,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",Marksman',Mage',Mana,7,3,4,2,Varus.png,champion4.png,champion,240,0,48,48,500,89,360,33,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,61,3.11,3,0.658,3006,3124,3153,0.488020177,0.036746988,0.001367006,0.038113994,2.147542806,178,91,0.511235955,361,184,0.509695291,489,228,0.466257669,349,165,0.47277937,209,106,0.507177033,0.727272727,46,0.7,46,0.7,46,0.294117647,62,0.303030303,62,0.324324324,62
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Vayne,67,Vayne,TRUE,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",Marksman',Assassin',Mana,10,1,1,8,Vayne.png,champion4.png,champion,288,0,48,48,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.972,0.4,0,0,60,2.36,3.3,0.658,3006,3153,3124,0.501928268,0.120157553,0.048192771,0.168350324,2.165404678,601,272,0.452579035,1229,591,0.480878763,1615,801,0.495975232,1093,584,0.534309241,648,355,0.547839506,0.682242991,140,0.653846154,140,0.639344262,140,0.3125,123,0.314285714,123,0.362068966,123
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Xayah,498,Xayah,TRUE,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",Marksman',,Mana,10,6,1,5,Xayah.png,champion4.png,champion,192,48,48,48,561,86,340,40,325,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,2.9,3.3,0.625,3006,3508,3031,0.477092663,0.134522706,0.068489342,0.203012048,2.16912255,726,366,0.504132231,1414,630,0.445544554,1722,829,0.481416957,1146,552,0.481675393,798,393,0.492481203,0.622641509,138,0.601265823,138,0.576923077,138,0.2,153,0.275,153,0.319444444,153
0,Item,Item0_name,Berserker's Greaves,ADC,9.22.1,Yasuo,157,Yasuo,TRUE,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",Fighter',Assassin',Flow,8,4,4,10,Yasuo.png,champion4.png,champion,336,48,48,48,523,87,100,0,345,30,3.4,30,1.25,175,6.5,0.9,0,0,0,0,60,3.2,2.5,0.697,3006,3031,3087,0.497774654,0.197822057,0.500996293,0.69881835,1.959971487,1043,544,0.521572387,2101,1040,0.49500238,2529,1243,0.491498616,1801,877,0.486951694,1064,546,0.513157895,0.694444444,265,0.613793103,265,0.612244898,265,0.412621359,226,0.417218543,226,0.419354839,226
0,Item,Item0_name,Enchantment: Cinderhulk,Jungle,9.22.1,Amumu,32,Amumu,TRUE,the Sad Mummy,"Legend claims that Amumu is a lonely and melancholy soul from ancient Shurima, roaming the world in search of a friend. Doomed by an ancient curse to remain alone forever, his touch is death, his affection ruin. Those who claim to have seen him describe...",Tank',Mage',Mana,2,6,8,3,Amumu.png,champion0.png,champion,192,0,48,48,613.12,84,287.2,40,335,33,3.8,32.1,1.25,125,9,0.85,7.382,0.525,0,0,53.38,3.8,2.18,0.736,1401,3047,2031,0.503884573,0.041751622,0.007113068,0.04886469,1.834504858,204,109,0.534313725,404,199,0.492574257,542,273,0.503690037,394,192,0.487309645,258,135,0.523255814,0.823529412,56,0.8,56,0.684210526,56,0.285714286,58,0.322580645,58,0.328358209,58
0,Item,Item0_name,Trinity Force,Jungle,9.22.1,Camille,164,Camille,TRUE,the Steel Shadow,"Weaponized to operate outside the boundaries of the law, Camille is the Principal Intelligencer of Clan Ferros—an elegant and elite agent who ensures the Piltover machine and its Zaunite underbelly runs smoothly. Adaptable and precise, she views sloppy...",Fighter',Tank',Mana,8,6,3,4,Camille.png,champion0.png,champion,240,48,48,48,575.6,85,338.8,32,340,35,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,0,0,68,3.5,2.5,0.644,3078,3074,3047,0.479938272,0.060055607,0.014179796,0.074235403,1.971349536,375,181,0.482666667,677,340,0.502215657,729,331,0.454046639,533,264,0.495309568,278,128,0.460431655,0.736842105,57,0.7,57,0.68,57,0.28125,61,0.329268293,61,0.351351351,61
0,Item,Item0_name,Spirit Visage,Jungle,9.22.1,DrMundo,36,Dr. Mundo,FALSE,the Madman of Zaun,"Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...",Fighter',Tank',None,5,7,6,5,DrMundo.png,champion0.png,champion,96,96,48,48,582.52,89,0,0,345,36,3.5,32.1,1.25,125,8,0.75,0,0,0,0,61.27,3.5,2.8,0.721,3065,1413,3047,0.507686676,0.063299351,0.072497683,0.135797034,2.024489183,354,156,0.440677966,683,339,0.496339678,822,453,0.551094891,560,294,0.525,313,145,0.463258786,0.733333333,93,0.682926829,93,0.652173913,93,0.355555556,83,0.38,83,0.38,83
0,Item,Item0_name,Sorcerer's Shoes,Jungle,9.22.1,Ekko,245,Ekko,TRUE,the Boy Who Shattered Time,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...",Assassin',Fighter',Mana,5,3,7,8,Ekko.png,champion0.png,champion,144,96,48,48,585,85,280,50,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,3020,3152,3100,0.531934307,0.203151066,0.419995366,0.623146432,2.387805619,1075,559,0.52,2041,1149,0.562959334,2525,1337,0.52950495,1922,1015,0.528095734,1205,604,0.501244813,0.638297872,230,0.635416667,230,0.630136986,230,0.389705882,243,0.441558442,243,0.446428571,243
0,Item,Item0_name,Enchantment: Runic Echoes,Jungle,9.22.1,Elise,60,Elise,TRUE,the Spider Queen,"Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...",Mage',Fighter',Mana,6,5,7,9,Elise.png,champion0.png,champion,192,96,48,48,534,93,324,50,330,27,3.35,30,0.5,550,5.5,0.6,6,0.8,0,0,55,3,1.75,0.625,1402,3020,3165,0.490514905,0.068396664,0.04242354,0.110820204,2.15796225,399,203,0.50877193,711,369,0.518987342,894,434,0.485458613,575,273,0.474782609,373,169,0.45308311,0.75,68,0.708333333,68,0.676470588,68,0.321428571,80,0.333333333,80,0.34,80
0,Item,Item0_name,Enchantment: Runic Echoes,Jungle,9.22.1,Evelynn,28,Evelynn,TRUE,Agony's Embrace,"Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...",Assassin',Mage',Mana,4,2,7,10,Evelynn.png,champion0.png,champion,240,96,48,48,572,84,315.6,42,335,37,3.5,32.1,1.25,125,8.5,0.75,8.108,0.6,0,0,61,3,2.1,0.667,1402,3020,3100,0.481599273,0.050996293,0.165894347,0.216890639,2.446933769,273,122,0.446886447,486,230,0.473251029,621,271,0.436392915,509,273,0.536345776,312,164,0.525641026,0.692307692,57,0.692307692,57,0.65625,57,0.25,71,0.285714286,71,0.3,71
0,Item,Item0_name,Zhonya's Hourglass,Jungle,9.22.1,Fiddlesticks,9,Fiddlesticks,TRUE,the Harbinger of Doom,"Fiddlesticks is a ghastly, living scarecrow who stalks the darkness, wielding a cruel scythe and preying upon the unwary. Once a lonely man accused of bringing famine to his village, he was tied up and left to starve in his own barren field. Resurrected...",Mage',Support',Mana,2,3,9,9,Fiddlesticks.png,champion0.png,champion,336,96,48,48,524.4,80,500,28,335,30,3.5,30,0.5,480,5.5,0.6,8,0.8,0,0,48.36,2.625,2.11,0.625,3157,3020,3098,0.5,0.032205746,0.010866543,0.043072289,1.647105652,184,86,0.467391304,325,156,0.48,372,189,0.508064516,324,162,0.5,185,102,0.551351351,0.711111111,19,0.705882353,19,0.7,19,0.2,46,0.263157895,46,0.310344828,46
0,Item,Item0_name,Enchantment: Runic Echoes,Jungle,9.22.1,Gragas,79,Gragas,TRUE,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600,95,400,47,330,35,3.6,32.1,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,1402,3020,3157,0.434782609,0.050092678,0.006603336,0.056696015,1.822510823,277,114,0.411552347,493,197,0.39959432,672,291,0.433035714,448,212,0.473214286,272,126,0.463235294,0.7,48,0.692307692,48,0.603448276,48,0.230769231,59,0.258064516,59,0.268292683,59
0,Item,Item0_name,Enchantment: Warrior,Jungle,9.22.1,Graves,104,Graves,FALSE,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555,92,325,40,340,33,3.4,30,1,425,8,0.7,8,0.7,0,0,68,3,2.6,0.475,1412,3006,3142,0.519799727,0.050903614,0.007483781,0.058387396,2.273686061,270,128,0.474074074,521,283,0.54318618,639,334,0.522691706,487,243,0.498973306,280,154,0.55,0.727272727,63,0.6875,63,0.684210526,63,0.3,61,0.368421053,61,0.397058824,61
0,Item,Item0_name,Trinity Force,Jungle,9.22.1,Hecarim,120,Hecarim,TRUE,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580,90,277.2,40,345,36,4,32.1,1.25,175,7,0.75,6.5,0.6,0,0,66,3.2,2.5,0.67,3078,3047,3053,0.510827533,0.059916589,0.042052827,0.101969416,2.340811353,307,147,0.478827362,623,309,0.495987159,776,425,0.547680412,540,273,0.505555556,340,167,0.491176471,0.8,83,0.68,83,0.658536585,83,0.321428571,79,0.333333333,79,0.352941176,79
0,Item,Item0_name,Boots of Mobility,Jungle,9.22.1,Ivern,427,Ivern,TRUE,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585,95,450,60,330,27,3.5,32.1,1.25,475,7,0.85,6,0.75,0,0,50,3,3.4,0.644,3117,3504,3174,0.4625,0.009267841,0.002038925,0.011306766,1.519722814,47,14,0.29787234,88,38,0.431818182,132,68,0.515151515,78,38,0.487179487,55,27,0.490909091,0.818181818,15,0.8,15,0.733333333,15,0.166666667,9,0.2,9,0.2,9
0,Item,Item0_name,Black Cleaver,Jungle,9.22.1,JarvanIV,59,Jarvan IV,TRUE,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570,90,300,40,340,34,3.6,32.1,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,3071,3111,1400,0.488134728,0.090801668,0.017747915,0.108549583,1.972353834,504,245,0.486111111,942,466,0.494692144,1139,563,0.49429324,817,399,0.488372093,517,240,0.464216634,0.772727273,146,0.705882353,146,0.678571429,146,0.315789474,113,0.36,113,0.363636364,113
