version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration30+_total,duration30+_wins,duration30+_winrate
9.22.1,Darius,122,Darius,TRUE,TRUE,,,,,the Hand of Noxus,"There is no greater symbol of Noxian might than Darius, the nation's most feared and battle-hardened commander. Rising from humble origins to become the Hand of Noxus, he cleaves through the empire's enemies—many of them Noxians themselves. Knowing that...",Fighter',Tank',Mana,9,5,1,2,Darius.png,champion0.png,champion,432,48,48,48,582.24,100,263,37.5,340,39,4,32.1,1.25,175,10,0.95,6.6,0.35,0,0,64,5,1,0.625,674,350,0.5192878338278932,1230,633,0.5146341463414634,1541,790,0.5126541207008436,1099,524,0.4767970882620564,660,335,0.5075757575757576
9.22.1,Diana,131,Diana,TRUE,,,TRUE,,,Scorn of the Moon,"Bearing her crescent moonblade, Diana fights as a warrior of the Lunari—a faith all but quashed in the lands around Mount Targon. Clad in shimmering armor the color of winter snow at night, she is a living embodiment of the silver moon's power. Imbued...",Fighter',Mage',Mana,7,6,8,4,Diana.png,champion0.png,champion,0,96,48,48,594,95,372,20,345,31,3.6,32.1,1.25,150,7.5,0.85,8,0.8,0,0,53.04,3,2.25,0.625,275,160,0.5818181818181818,579,291,0.5025906735751295,670,320,0.47761194029850745,513,240,0.4678362573099415,302,140,0.46357615894039733
9.22.1,Draven,119,Draven,TRUE,,,,TRUE,,the Glorious Executioner,"In Noxus, warriors known as Reckoners face one another in arenas where blood is spilled and strength tested—but none has ever been as celebrated as Draven. A former soldier, he found that the crowds uniquely appreciated his flair for the dramatic, and...",Marksman',,Mana,9,3,1,8,Draven.png,champion0.png,champion,48,96,48,48,574,88,360.56,39,330,29,3.3,30,0.5,550,3.75,0.7,8.042,0.65,0,0,60,3.61,2.7,0.679,476,229,0.4810924369747899,757,402,0.5310435931307794,924,497,0.5378787878787878,630,320,0.5079365079365079,348,152,0.4367816091954023
9.22.1,DrMundo,36,Dr. Mundo,FALSE,TRUE,TRUE,,,,the Madman of Zaun,"Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...",Fighter',Tank',None,5,7,6,5,DrMundo.png,champion0.png,champion,96,96,48,48,582.52,89,0,0,345,36,3.5,32.1,1.25,125,8,0.75,0,0,0,0,61.27,3.5,2.8,0.721,354,156,0.4406779661016949,683,339,0.49633967789165445,822,453,0.551094890510949,560,294,0.525,313,145,0.46325878594249204
9.22.1,Ekko,245,Ekko,TRUE,,TRUE,TRUE,,,the Boy Who Shattered Time,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...",Assassin',Fighter',Mana,5,3,7,8,Ekko.png,champion0.png,champion,144,96,48,48,585,85,280,50,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,1075,559,0.52,2041,1149,0.5629593336599706,2525,1337,0.5295049504950495,1922,1015,0.5280957336108221,1205,604,0.5012448132780083
9.22.1,Elise,60,Elise,TRUE,,TRUE,,,,the Spider Queen,"Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...",Mage',Fighter',Mana,6,5,7,9,Elise.png,champion0.png,champion,192,96,48,48,534,93,324,50,330,27,3.35,30,0.5,550,5.5,0.6,6,0.8,0,0,55,3,1.75,0.625,399,203,0.5087719298245614,711,369,0.5189873417721519,894,434,0.4854586129753915,575,273,0.4747826086956522,373,169,0.45308310991957107
9.22.1,Evelynn,28,Evelynn,TRUE,,TRUE,,,,Agony's Embrace,"Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...",Assassin',Mage',Mana,4,2,7,10,Evelynn.png,champion0.png,champion,240,96,48,48,572,84,315.6,42,335,37,3.5,32.1,1.25,125,8.5,0.75,8.108,0.6,0,0,61,3,2.1,0.667,273,122,0.4468864468864469,486,230,0.4732510288065844,621,271,0.4363929146537842,509,273,0.5363457760314342,312,164,0.5256410256410257
9.22.1,Ezreal,81,Ezreal,FALSE,,,TRUE,TRUE,,the Prodigal Explorer,"A dashing adventurer, unknowingly gifted in the magical arts, Ezreal raids long-lost catacombs, tangles with ancient curses, and overcomes seemingly impossible odds with ease. His courage and bravado knowing no bounds, he prefers to improvise his way...",Marksman',Mage',Mana,7,2,6,7,Ezreal.png,champion0.png,champion,288,96,48,48,491,86,360.6,42,325,22,3.5,30,0.5,550,4,0.55,8.092,0.65,0,0,60,2.5,1.5,0.625,890,331,0.37191011235955057,1642,702,0.42752740560292324,2081,1010,0.4853435848149928,1638,826,0.5042735042735043,1037,453,0.43683702989392476
9.22.1,Fiddlesticks,9,Fiddlesticks,TRUE,,TRUE,,,TRUE,the Harbinger of Doom,"Fiddlesticks is a ghastly, living scarecrow who stalks the darkness, wielding a cruel scythe and preying upon the unwary. Once a lonely man accused of bringing famine to his village, he was tied up and left to starve in his own barren field. Resurrected...",Mage',Support',Mana,2,3,9,9,Fiddlesticks.png,champion0.png,champion,336,96,48,48,524.4,80,500,28,335,30,3.5,30,0.5,480,5.5,0.6,8,0.8,0,0,48.36,2.625,2.11,0.625,184,86,0.4673913043478261,325,156,0.48,372,189,0.5080645161290323,324,162,0.5,185,102,0.5513513513513514
9.22.1,Fiora,114,Fiora,FALSE,TRUE,,,,,the Grand Duelist,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...",Fighter',Assassin',Mana,10,4,2,3,Fiora.png,champion0.png,champion,384,96,48,48,550,85,300,40,345,33,3.5,32.1,1.25,150,8.5,0.55,8,0.7,0,0,68,3.3,3.2,0.69,467,237,0.5074946466809421,892,457,0.5123318385650224,1060,553,0.5216981132075472,724,355,0.4903314917127072,405,208,0.5135802469135803
9.22.1,Fizz,105,Fizz,TRUE,,,TRUE,,,the Tidal Trickster,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...",Assassin',Fighter',Mana,6,4,7,6,Fizz.png,champion0.png,champion,432,96,48,48,570,98,317.2,37,335,22.412,3.4,32.1,1.25,175,8,0.7,6,0.8,0,0,58.04,3,3.1,0.658,410,228,0.5560975609756098,811,438,0.5400739827373613,999,506,0.5065065065065065,673,350,0.5200594353640416,412,235,0.5703883495145631
9.22.1,Galio,3,Galio,TRUE,,,TRUE,,TRUE,the Colossus,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...",Tank',Mage',Mana,1,10,6,5,Galio.png,champion1.png,champion,0,0,48,48,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,218,111,0.5091743119266054,438,233,0.5319634703196348,598,314,0.5250836120401338,415,204,0.491566265060241,274,138,0.5036496350364964
9.22.1,Gangplank,41,Gangplank,FALSE,TRUE,,,,,the Saltwater Scourge,"As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see...",Fighter',,Mana,7,6,4,9,Gangplank.png,champion1.png,champion,48,0,48,48,540,82,282,40,345,35,3,32.1,1.25,125,6,0.6,7.5,0.7,0,0,64,3,3.2,0.658,294,157,0.5340136054421769,522,279,0.5344827586206896,734,357,0.48637602179836514,521,241,0.46257197696737046,373,176,0.4718498659517426
9.22.1,Garen,86,Garen,FALSE,TRUE,,TRUE,,,The Might of Demacia,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...",Fighter',Tank',None,7,7,1,5,Garen.png,champion1.png,champion,96,0,48,48,620,84,0,0,340,36,3,32.1,1.25,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,561,288,0.5133689839572193,1099,546,0.4968152866242038,1323,681,0.5147392290249433,967,510,0.5274043433298863,639,336,0.5258215962441315
9.22.1,Gnar,150,Gnar,TRUE,TRUE,,,,,the Missing Link,"Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...",Fighter',Tank',Rage,6,5,5,8,Gnar.png,champion1.png,champion,144,0,48,48,510,65,100,0,325,32,2.5,30,0.5,175,4.5,1.75,0,0,0,0,59,3,6,0.625,144,71,0.4930555555555556,239,124,0.5188284518828452,366,170,0.4644808743169399,255,126,0.49411764705882355,160,81,0.50625
9.22.1,Gragas,79,Gragas,TRUE,,TRUE,,,TRUE,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600,95,400,47,330,35,3.6,32.1,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,277,114,0.41155234657039713,493,197,0.3995943204868154,672,291,0.4330357142857143,448,212,0.4732142857142857,272,126,0.4632352941176471
9.22.1,Graves,104,Graves,FALSE,,TRUE,,,,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555,92,325,40,340,33,3.4,30,1,425,8,0.7,8,0.7,0,0,68,3,2.6,0.475,270,128,0.4740740740740741,521,283,0.5431861804222649,639,334,0.5226917057902973,487,243,0.4989733059548255,280,154,0.55
9.22.1,Hecarim,120,Hecarim,TRUE,TRUE,TRUE,,,,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580,90,277.2,40,345,36,4,32.1,1.25,175,7,0.75,6.5,0.6,0,0,66,3.2,2.5,0.67,307,147,0.4788273615635179,623,309,0.4959871589085072,776,425,0.5476804123711341,540,273,0.5055555555555555,340,167,0.49117647058823527
9.22.1,Heimerdinger,74,Heimerdinger,TRUE,TRUE,,TRUE,TRUE,,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...",Mage',Support',Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,336,0,48,48,488,87,385,20,340,19.04,3,30,0.5,550,7,0.55,8,0.8,0,0,55.536,2.7,1.36,0.625,234,117,0.5,472,254,0.538135593220339,596,324,0.5436241610738255,445,227,0.5101123595505618,281,154,0.5480427046263345
9.22.1,Illaoi,420,Illaoi,FALSE,TRUE,,,,,the Kraken Priestess,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...",Fighter',Tank',Mana,8,6,3,4,Illaoi.png,champion1.png,champion,384,0,48,48,585.6,95,300,40,340,35,3.8,32.1,1.25,125,9.5,0.8,7.5,0.75,0,0,68,5,2.5,0.571,164,87,0.5304878048780488,337,166,0.49258160237388726,422,206,0.4881516587677725,306,157,0.5130718954248366,218,103,0.4724770642201835
9.22.1,Irelia,39,Irelia,TRUE,TRUE,,TRUE,,,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...",Fighter',Assassin',Mana,7,4,5,5,Irelia.png,champion1.png,champion,432,0,48,48,580,95,350,30,335,36,3,32,1.25,200,8.5,0.85,8,0.8,0,0,63,4,2.5,0.656,336,155,0.46130952380952384,669,304,0.45440956651718983,795,350,0.44025157232704404,493,236,0.4787018255578093,306,143,0.4673202614379085
9.22.1,Ivern,427,Ivern,TRUE,,TRUE,,,,the Green Father,"Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow...",Support',Mage',Mana,3,5,7,7,Ivern.png,champion1.png,champion,0,48,48,48,585,95,450,60,330,27,3.5,32.1,1.25,475,7,0.85,6,0.75,0,0,50,3,3.4,0.644,47,14,0.2978723404255319,88,38,0.4318181818181818,132,68,0.5151515151515151,78,38,0.48717948717948717,55,27,0.4909090909090909
9.22.1,Janna,40,Janna,TRUE,,,,,TRUE,the Storm's Fury,"Armed with the power of Runeterra's gales, Janna is a mysterious, elemental wind spirit who protects the dispossessed of Zaun. Some believe she was brought into existence by the pleas of Runeterra's sailors who prayed for fair winds as they navigated...",Support',Mage',Mana,3,5,7,7,Janna.png,champion1.png,champion,48,48,48,48,500,70,350,64,315,28,3.8,30,0.5,550,5.5,0.55,11.5,0.4,0,0,46,1.5,2.95,0.625,387,182,0.4702842377260982,788,421,0.5342639593908629,899,459,0.5105672969966629,613,321,0.5236541598694943,377,184,0.4880636604774536
9.22.1,JarvanIV,59,Jarvan IV,TRUE,,TRUE,,,,the Exemplar of Demacia,"Prince Jarvan, scion of the Lightshield dynasty, is heir apparent to the throne of Demacia. Raised to be a paragon of his nation's greatest virtues, he is forced to balance the heavy expectations placed upon him with his own desire to fight on the front...",Tank',Fighter',Mana,6,8,3,5,JarvanIV.png,champion1.png,champion,96,48,48,48,570,90,300,40,340,34,3.6,32.1,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,504,245,0.4861111111111111,942,466,0.49469214437367304,1139,563,0.4942932396839333,817,399,0.4883720930232558,517,240,0.46421663442940037
9.22.1,Jax,24,Jax,TRUE,TRUE,TRUE,,,,Grandmaster at Arms,"Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained...",Fighter',Assassin',Mana,7,5,7,5,Jax.png,champion1.png,champion,144,48,48,48,592.8,85,338.8,32,350,36,3,32.1,1.25,125,8.5,0.55,7.576,0.7,0,0,68,3.375,3.4,0.638,614,277,0.4511400651465798,1173,560,0.4774083546462063,1389,725,0.5219582433405328,1006,519,0.5159045725646123,623,336,0.5393258426966292
