,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Allies0,Counters0,Runes1,Items1,Spells1,Allies1,Counters1,Runes2,Items2,Spells2,Allies2,Counters2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA
22,9.22.1,DrMundo,36,Dr. Mundo,False,True,True,,,,the Madman of Zaun,"Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...",Fighter',Tank',None,5,7,6,5,DrMundo.png,champion0.png,champion,96,96,48,48,582.52,89,0.0,0.0,345,36.0,3.5,32.1,1.25,125,8.0,0.75,0.0,0.0,0,0,61.27,3.5,2.8,0.721,9111,3065,4,51,51,8304,1413,11,22,145,8021,3047,12,235,245,0.5155574762316335,0.0659484724122207,0.07729138166894665,0.14323985408116735,2.0325912733748885
23,9.22.1,Ekko,245,Ekko,True,,True,True,,,the Boy Who Shattered Time,"A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...",Assassin',Fighter',Mana,5,3,7,8,Ekko.png,champion0.png,champion,144,96,48,48,585.0,85,280.0,50.0,340,32.0,3.0,32.0,1.25,125,9.0,0.9,7.0,0.8,0,0,58.0,3.0,3.3,0.688,8143,3020,4,235,145,8138,3152,11,51,235,8135,3100,14,145,51,0.5330457770975372,0.20482786137710898,0.39440834473324216,0.5992362061103511,2.3791677571316407
24,9.22.1,Elise,60,Elise,True,,True,,,,the Spider Queen,"Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...",Mage',Fighter',Mana,6,5,7,9,Elise.png,champion0.png,champion,192,96,48,48,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,0,0,55.0,3.0,1.75,0.625,8112,1402,4,235,145,8126,3020,11,51,64,8105,3165,14,145,235,0.4880514705882353,0.06201550387596899,0.03599521203830369,0.09801071591427268,2.152782271109673
25,9.22.1,Evelynn,28,Evelynn,True,,True,,,,Agony's Embrace,"Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...",Assassin',Mage',Mana,4,2,7,10,Evelynn.png,champion0.png,champion,240,96,48,48,572.0,84,315.6,42.0,335,37.0,3.5,32.1,1.25,125,8.5,0.75,8.107999999999999,0.6,0,0,61.0,3.0,2.1,0.667,8143,1402,4,51,145,8138,3020,11,235,51,8112,3100,14,145,235,0.48830734966592426,0.05118559051527588,0.15130528955768355,0.20249088007295943,2.4416699960047943
26,9.22.1,Ezreal,81,Ezreal,False,,,True,True,,the Prodigal Explorer,"A dashing adventurer, unknowingly gifted in the magical arts, Ezreal raids long-lost catacombs, tangles with ancient curses, and overcomes seemingly impossible odds with ease. His courage and bravado knowing no bounds, he prefers to improvise his way...",Marksman',Mage',Mana,7,2,6,7,Ezreal.png,champion0.png,champion,288,96,48,48,491.0,86,360.6,42.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.092,0.65,0,0,60.0,2.5,1.5,0.625,8359,3042,4,235,51,8347,3158,7,245,145,8304,3025,12,64,235,0.4542461005199307,0.1644436844505244,0.03533971728226174,0.19978340173278614,2.0607416669408707
27,9.22.1,Fiddlesticks,9,Fiddlesticks,True,,True,,,True,the Harbinger of Doom,"Fiddlesticks is a ghastly, living scarecrow who stalks the darkness, wielding a cruel scythe and preying upon the unwary. Once a lonely man accused of bringing famine to his village, he was tied up and left to starve in his own barren field. Resurrected...",Mage',Support',Mana,2,3,9,9,Fiddlesticks.png,champion0.png,champion,336,96,48,48,524.4,80,500.0,28.0,335,30.0,3.5,30.0,0.5,480,5.5,0.6,8.0,0.8,0,0,48.36,2.625,2.11,0.625,8226,3157,4,145,145,8313,3020,14,51,235,8347,3098,11,22,157,0.5073126142595978,0.03117875056999544,0.010231418148654811,0.041410168718650255,1.6523164647184605
28,9.22.1,Fiora,114,Fiora,False,True,,,,,the Grand Duelist,"The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...",Fighter',Assassin',Mana,10,4,2,3,Fiora.png,champion0.png,champion,384,96,48,48,550.0,85,300.0,40.0,345,33.0,3.5,32.1,1.25,150,8.5,0.55,8.0,0.7,0,0,68.0,3.3,3.2,0.69,9111,3074,4,145,145,8014,3078,12,51,51,8010,1055,14,235,235,0.5089123317570026,0.07834587323301413,0.12192202462380301,0.20026789785681715,1.9944347173586794
29,9.22.1,Fizz,105,Fizz,True,,,True,,,the Tidal Trickster,"Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...",Assassin',Fighter',Mana,6,4,7,6,Fizz.png,champion0.png,champion,432,96,48,48,570.0,98,317.2,37.0,335,22.412,3.4,32.1,1.25,175,8.0,0.7,6.0,0.8,0,0,58.04,3.0,3.1,0.6579999999999999,8112,3020,4,145,145,8143,3100,14,235,235,8138,3152,12,51,51,0.5279549718574109,0.07595189238486093,0.1530437756497948,0.2289956680346557,2.4728752894939996
30,9.22.1,Galio,3,Galio,True,,,True,,True,the Colossus,"Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the...",Tank',Mage',Mana,1,10,6,5,Galio.png,champion1.png,champion,0,0,48,48,562.0,112,500.0,40.0,335,24.0,3.5,32.0,1.25,150,8.0,0.8,9.5,0.7,0,0,59.0,3.5,1.5,0.625,8439,3152,4,145,145,8451,3111,12,235,412,8473,1056,14,51,51,0.517948717948718,0.04445964432284542,0.010117419060647516,0.054577063383492934,1.8899303052150924
31,9.22.1,Gangplank,41,Gangplank,False,True,,,,,the Saltwater Scourge,"As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see...",Fighter',,Mana,7,6,4,9,Gangplank.png,champion1.png,champion,48,0,48,48,540.0,82,282.0,40.0,345,35.0,3.0,32.1,1.25,125,6.0,0.6,7.5,0.7,0,0,64.0,3.0,3.2,0.6579999999999999,8446,3078,4,235,51,8437,3508,12,145,235,8473,3047,14,412,157,0.4916979110873058,0.05320907432740538,0.015190378476972185,0.06839945280437756,1.9126035948767623
32,9.22.1,Garen,86,Garen,False,True,,True,,,The Might of Demacia,"A proud and noble warrior, Garen fights as one of the Dauntless Vanguard. He is popular among his fellows, and respected well enough by his enemies—not least as a scion of the prestigious Crownguard family, entrusted with defending Demacia and its...",Fighter',Tank',None,7,7,1,5,Garen.png,champion1.png,champion,96,0,48,48,620.0,84,0.0,0.0,340,36.0,3.0,32.1,1.25,175,8.0,0.5,0.0,0.0,0,0,66.0,4.5,3.65,0.625,9111,3078,4,51,145,8010,1054,12,235,235,8014,3111,14,145,51,0.5189967717904147,0.11476858185134518,0.24914500683994528,0.3639135886912905,2.2420639190788765
33,9.22.1,Gnar,150,Gnar,True,True,,,,,the Missing Link,"Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed...",Fighter',Tank',Rage,6,5,5,8,Gnar.png,champion1.png,champion,144,0,48,48,510.0,65,100.0,0.0,325,32.0,2.5,30.0,0.5,175,4.5,1.75,0.0,0.0,0,0,59.0,3.0,6.0,0.625,9111,3071,4,235,51,9104,1055,12,51,13,8014,3047,14,245,145,0.5048439181916039,0.026476288189694483,0.005158458732330141,0.03163474692202462,1.803308452693161
34,9.22.1,Gragas,79,Gragas,True,,True,,,True,the Rabble Rouser,"Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he...",Fighter',Mage',Mana,4,7,6,5,Gragas.png,champion1.png,champion,192,0,48,48,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,0,0,64.0,3.5,2.05,0.675,8138,1402,4,157,64,8143,3020,11,51,51,8124,3157,14,145,145,0.43246517262265294,0.0470531235750114,0.005984952120383037,0.05303807569539444,1.820754716981132
35,9.22.1,Graves,104,Graves,False,,True,,,,the Outlaw,"Malcolm Graves is a renowned mercenary, gambler, and thief—a wanted man in every city and empire he has visited. Even though he has an explosive temper, he possesses a strict sense of criminal honor, often enforced at the business end of his...",Marksman',,Mana,8,5,3,3,Graves.png,champion1.png,champion,240,0,48,48,555.0,92,325.0,40.0,340,33.0,3.4,30.0,1.0,425,8.0,0.7,8.0,0.7,0,0,68.0,3.0,2.6,0.475,9111,1412,4,145,145,9104,3006,11,235,412,8014,3142,14,51,51,0.5313609467455621,0.048164614683082536,0.0066974464204286365,0.054862061103511175,2.2954804839077836
36,9.22.1,Hecarim,120,Hecarim,True,True,True,,,,the Shadow of War,"Hecarim is a spectral fusion of man and beast, cursed to ride down the souls of the living for all eternity. When the Blessed Isles fell into shadow, this proud knight was obliterated by the destructive energies of the Ruination, along with all his...",Fighter',Tank',Mana,8,6,4,6,Hecarim.png,champion1.png,champion,288,0,48,48,580.0,90,277.2,40.0,345,36.0,4.0,32.1,1.25,175,7.0,0.75,6.5,0.6,0,0,66.0,3.2,2.5,0.67,9111,3078,11,235,51,8010,3047,6,51,235,8014,3053,14,145,412,0.5072393822393823,0.0590515275877793,0.04437414500683994,0.10342567259461924,2.320273631840796
37,9.22.1,Heimerdinger,74,Heimerdinger,True,True,,True,True,,the Revered Inventor,"A brilliant yet eccentric yordle scientist, Professor Cecil B. Heimerdinger is one of the most innovative and esteemed inventors Piltover has ever known. Relentless in his work to the point of neurotic obsession, he thrives on answering the universe's...",Mage',Support',Mana,2,6,8,8,Heimerdinger.png,champion1.png,champion,336,0,48,48,488.0,87,385.0,20.0,340,19.04,3.0,30.0,0.5,550,7.0,0.55,8.0,0.8,0,0,55.536,2.7,1.36,0.625,8226,3020,4,235,145,8229,3285,12,51,51,8237,3157,14,145,13,0.5309789343246593,0.04599863201094391,0.01766985864113087,0.06366849065207478,1.863882618510158
38,9.22.1,Illaoi,420,Illaoi,False,True,,,,,the Kraken Priestess,"Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer...",Fighter',Tank',Mana,8,6,3,4,Illaoi.png,champion1.png,champion,384,0,48,48,585.6,95,300.0,40.0,340,35.0,3.8,32.1,1.25,125,9.5,0.8,7.5,0.75,0,0,68.0,5.0,2.5,0.5710000000000001,8359,3071,4,51,235,8345,3053,12,145,145,8304,3111,14,235,51,0.493744787322769,0.03417122663018696,0.05035909712722298,0.08453032375740993,1.8256119485548334
39,9.22.1,Irelia,39,Irelia,True,True,,True,,,the Blade Dancer,"The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of...",Fighter',Assassin',Mana,7,4,5,5,Irelia.png,champion1.png,champion,432,0,48,48,580.0,95,350.0,30.0,335,36.0,3.0,32.0,1.25,200,8.5,0.85,8.0,0.8,0,0,63.0,4.0,2.5,0.6559999999999999,9111,3078,4,51,51,8010,3111,12,145,64,8014,3053,14,412,157,0.4399801587301587,0.057455540355677154,0.03733470132238942,0.09479024167806657,2.049681127470278
